"","item","sentence","condition","e1","e2","context","target","lp_pythia","s_lp"
"207",52,"The patient barber was combing the boy's hair to one side.","Active Control",1,0,"The patient barber was","combing",-10.8781450986862,-0.163788257382148
"208",52,"The girl's disease was combing the area for escaped prisoners.","No-Attraction Violation",0,1,"The girl's disease was","combing",-14.1954598426819,-1.09208034556415
"209",53,"A drawing of the house had been sketching again.","Attraction Violation",1,1,"A drawing of the house had been","sketching",-11.8142454624176,-0.425739452386775
"210",53,"A drawing of the house had been sketched again.","Passive Control",1,1,"A drawing of the house had been","sketched",-9.52956133335829,0.213589150616447
"211",53,"An artist in the studio had been sketching the house.","Active Control",1,0,"An artist in the studio had been","sketching",-8.96488723158836,0.371603249828186
"212",53,"The cheap products had been sketching again.","No-Attraction Violation",0,1,"The cheap products had been","sketching",-14.6911954879761,-1.23080323225716
"213",54,"The simple coffin was burying the villagers.","Attraction Violation",1,1,"The simple coffin was","burying",-11.6987743973732,-0.393426909150206
"214",54,"The simple coffin was buried at the church.","Passive Control",1,1,"The simple coffin was","buried",-6.65211868286133,1.01879078289703
"215",54,"The tribal people were burying their dead.","Active Control",1,0,"The tribal people were","burying",-11.2858760263771,-0.277884574280509
"216",54,"The vocabulary list was burying at the church.","No-Attraction Violation",0,1,"The vocabulary list was","burying",-15.863648802042,-1.55889363645536
"217",55,"The homicide case had been investigating diligently.","Attraction Violation",1,1,"The homicide case had been","investigating",-9.64254474639893,0.181972732966823
"218",55,"The homicide case had been investigated by the FBI.","Passive Control",1,1,"The homicide case had been","investigated",-6.33492755889893,1.1075511308106
"219",55,"The FBI agents had been investigating the homicide case for weeks.","Active Control",1,0,"The FBI agents had been","investigating",-5.3002815246582,1.39707859557497
"220",55,"Martin's tonsils had been investigating the problem.","No-Attraction Violation",0,1,"Martin's tonsils had been","investigating",-11.6412601470947,-0.37733255946938
"221",56,"Mark's wrinkly shirts were ironing by his mother.","Attraction Violation",1,1,"Mark's wrinkly shirts were","ironing",-12.6694982051849,-0.665066865000809
"222",56,"Mark's wrinkly shirts were ironed by his mother.","Passive Control",1,1,"Mark's wrinkly shirts were","ironed",-9.52679803967476,0.214362409671345
"223",56,"Mark's doting mother was ironing his shirts while he slept.","Active Control",1,0,"Mark's doting mother was","ironing",-11.9468600749969,-0.462849315373863
"224",56,"The firewood had been ironing her dress.","No-Attraction Violation",0,1,"The firewood had been","ironing",-12.7821626663208,-0.69659402957903
"225",57,"An important lesson had been learning in space.","Attraction Violation",1,1,"An important lesson had been","learning",-5.88361263275146,1.2338436618342
"226",57,"An important lesson had been learned in space.","Passive Control",1,1,"An important lesson had been","learned",-2.15961360931396,2.27593918084144
"227",57,"The children had been learning Spanish.","Active Control",1,0,"The children had been","learning",-7.80473661422729,0.696250961096776
"228",57,"The bathroom floor had been learning in space.","No-Attraction Violation",0,1,"The bathroom floor had been","learning",-14.3912305831909,-1.14686333829675
"229",58,"The height of the bookcase was measuring by a carpenter.","Attraction Violation",1,1,"The height of the bookcase was","measuring",-9.0423641204834,0.3499227074231
"230",58,"The height of the bookcase was measured incorrectly.","Passive Control",1,1,"The height of the bookcase was","measured",-4.89938020706177,1.50926376640934
"231",58,"The carpenter was measuring the height of the bookcase.","Active Control",1,0,"The carpenter was","measuring",-7.97143077850342,0.649604535965209
"232",58,"An urgent message had been measuring her heart rate.","No-Attraction Violation",0,1,"An urgent message had been","measuring",-13.3238315582275,-0.848170526105762
"233",59,"Several important topics were discussing despite the weather.","Attraction Violation",1,1,"Several important topics were","discussing",-7.95258283615112,0.654878800578121
"234",59,"Several important topics were discussed by the board of trustees.","Passive Control",1,1,"Several important topics were","discussed",-1.86640107631683,2.35798954251716
"235",59,"The board members were discussing several important topics.","Active Control",1,0,"The board members were","discussing",-7.32116508483887,0.831569934255366
"236",59,"The fresh, warm bread was discussing despite the weather.","No-Attraction Violation",0,1,"The fresh, warm bread was","discussing",-14.3090972900391,-1.12387978319478
"237",60,"The dusty tabletops were wiping thoroughly.","Attraction Violation",1,1,"The dusty tabletops were","wiping",-10.8089790344238,-0.144433352834222
"238",60,"The dusty tabletops were wiped thoroughly.","Passive Control",1,1,"The dusty tabletops were","wiped",-8.61098098754883,0.47063767726524
"239",60,"The tired busboy was wiping for hours.","Active Control",1,0,"The tired busboy was","wiping",-10.6342010498047,-0.0955248129966899
"240",60,"The hearty meal was wiping thoroughly.","No-Attraction Violation",0,1,"The hearty meal was","wiping",-13.9855880737305,-1.03335142844738
"241",61,"A tiny spy camera was concealing by the agent inside a flowerpot.","Attraction Violation",1,1,"A tiny spy camera was","concealing",-11.8807977288961,-0.444362931673577
"242",61,"A tiny spy camera was concealed by the agent inside a flowerpot.","Passive Control",1,1,"A tiny spy camera was","concealed",-9.35018730163574,0.263783813264823
"243",61,"The sneaky lawyer was concealing the truth.","Active Control",1,0,"The sneaky lawyer was","concealing",-11.1876230370253,-0.250390206186392
"244",61,"A faint light was concealing their identity.","No-Attraction Violation",0,1,"A faint light was","concealing",-11.599494561553,-0.365645196162402
"245",62,"The fresh, warm bread was slicing by the baker into halves.","Attraction Violation",1,1,"The fresh, warm bread was","slicing",-10.1202087774873,0.0483068691319207
"246",62,"The fresh, warm bread was sliced with love.","Passive Control",1,1,"The fresh, warm bread was","sliced",-6.13595867156982,1.16322906858732
"247",62,"The chef's assistants were slicing the mushrooms for a pie.","Active Control",1,0,"The chef's assistants were","slicing",-12.6716503758216,-0.665669112037535
"248",62,"Several important topics were slicing with love.","No-Attraction Violation",0,1,"Several important topics were","slicing",-15.7131823590025,-1.51678825321934
"249",63,"The tarnished silverware was polishing by the butler.","Attraction Violation",1,1,"The tarnished silverware was","polishing",-10.9612903594971,-0.187054993805107
"250",63,"The tarnished silverware was polished by the butler.","Passive Control",1,1,"The tarnished silverware was","polished",-7.16380500793457,0.875604379479584
"251",63,"The thorough butler was polishing the doorknobs.","Active Control",1,0,"The thorough butler was","polishing",-11.713659286499,-0.397592183136938
"252",63,"The winning lottery numbers had been polishing his shoes.","No-Attraction Violation",0,1,"The winning lottery numbers had been","polishing",-15.6370611190796,-1.49548706529589
"253",64,"Poisonous fumes had been inhaling the firefighters.","Attraction Violation",1,1,"Poisonous fumes had been","inhaling",-11.6588965654373,-0.382267800432248
"254",64,"Poisonous fumes had been inhaled by the firefighters.","Passive Control",1,1,"Poisonous fumes had been","inhaled",-8.64484405517578,0.461161694373786
"255",64,"The firefighters had been inhaling the smoke.","Active Control",1,0,"The firefighters had been","inhaling",-11.6824941560626,-0.388871170437238
"256",64,"The man's signature was inhaling during the fire.","No-Attraction Violation",0,1,"The man's signature was","inhaling",-14.3782140016556,-1.14322087727423
"257",65,"A genetic mutation was discovering the scientists.","Attraction Violation",1,1,"A genetic mutation was","discovering",-13.7850542068481,-0.977235558713778
"258",65,"A genetic mutation was discovered suddenly.","Passive Control",1,1,"A genetic mutation was","discovered",-4.35292530059814,1.66217954479201
"259",65,"The excited explorers were discovering ancient artifacts everywhere they looked.","Active Control",1,0,"The excited explorers were","discovering",-6.84332847595215,0.965284090946744
"260",65,"The pizza had been discovering new methods for making dough.","No-Attraction Violation",0,1,"The pizza had been","discovering",-12.9121475219727,-0.732968001419808
"261",66,"The Queen's 80th birthday was celebrating expensively.","Attraction Violation",1,1,"The Queen's 80th birthday was","celebrating",-7.25604248046875,0.849793347788256
"262",66,"The Queen's 80th birthday was celebrated by thousands of people in the streets.","Passive Control",1,1,"The Queen's 80th birthday was","celebrated",-3.09588646888733,2.01393971591438
"263",66,"Thousands of excited fans were celebrating the Superbowl victory in the streets.","Active Control",1,0,"Thousands of excited fans were","celebrating",-6.93541812896729,0.939514423943604
"264",66,"The car door had been celebrating her promotion.","No-Attraction Violation",0,1,"The car door had been","celebrating",-16.2827625274658,-1.67617522876239
"265",67,"The diagram on the chalkboard had been erasing Mrs. Larson.","Attraction Violation",1,1,"The diagram on the chalkboard had been","erasing",-11.6221837997437,-0.371994379741494
"266",67,"The diagram on the chalkboard had been erased by Mrs. Larson.","Passive Control",1,1,"The diagram on the chalkboard had been","erased",-7.45744037628174,0.793435694780476
"267",67,"Mrs. Larson had been erasing the chalkboard.","Active Control",1,0,"Mrs. Larson had been","erasing",-13.8017282485962,-0.981901495541372
"268",67,"Food for the homeless had been erasing over and over.","No-Attraction Violation",0,1,"Food for the homeless had been","erasing",-13.2234654426575,-0.820084836867534
"269",68,"The movie was directing Steven Spielberg.","Attraction Violation",1,1,"The movie was","directing",-9.51037693023682,0.218957567848001
"270",68,"The movie was directed professionally.","Passive Control",1,1,"The movie was","directed",-3.18628025054932,1.98864460863234
"271",68,"Steven Spielberg was directing another blockbuster.","Active Control",1,0,"Steven Spielberg was","directing",-9.2029857635498,0.304975570369187
"272",68,"The victim's body had been directing the police.","No-Attraction Violation",0,1,"The victim's body had been","directing",-13.1846504211426,-0.809223136921785
"273",69,"Theresa's birthday gift had been wrapping yesterday.","Attraction Violation",1,1,"Theresa's birthday gift had been","wrapping",-10.285267829895,0.00211800125007214
"274",69,"Theresa's birthday gift had been wrapped yesterday.","Passive Control",1,1,"Theresa's birthday gift had been","wrapped",-7.25536060333252,0.849984159091832
"275",69,"Theresa's loving grandmother had been wrapping the presents.","Active Control",1,0,"Theresa's loving grandmother had been","wrapping",-11.9699745178223,-0.469317484978908
"276",69,"The embarrassing allegations had been wrapping yesterday.","No-Attraction Violation",0,1,"The embarrassing allegations had been","wrapping",-12.3875865936279,-0.586178867095673
"277",70,"The popular amusement park is visiting by millions of tourists eh year.","Attraction Violation",1,1,"The popular amusement park is","visiting",-9.28703880310059,0.281454808058687
"278",70,"The popular amusement park is visited daily.","Passive Control",1,1,"The popular amusement park is","visited",-8.37419700622559,0.536897502887287
"279",70,"The tourists had been visiting the amusement park in the morning.","Active Control",1,0,"The tourists had been","visiting",-5.30486392974854,1.39579629024115
"280",70,"The man's beard had been visiting a friend in the hospital.","No-Attraction Violation",0,1,"The man's beard had been","visiting",-12.8830471038818,-0.724824762094872
"281",71,"Ten new trees had been planting on dry land.","Attraction Violation",1,1,"Ten new trees had been","planting",-7.31795215606689,0.832469015768301
"282",71,"Ten new trees had been planted by the Forestry Service.","Passive Control",1,1,"Ten new trees had been","planted",-1.5513504743576,2.44615090305886
"283",71,"The forestry workers had been planting cedar saplings on the hillside.","Active Control",1,0,"The forestry workers had been","planting",-6.58573055267334,1.0373683315346
"284",71,"The sin had been planting doubt in her mind.","No-Attraction Violation",0,1,"The sin had been","planting",-10.4482135772705,-0.0434794954497363
"285",72,"Food for the homeless had been donating neighborhood residents.","Attraction Violation",1,1,"Food for the homeless had been","donating",-10.7429727911949,-0.125962668534241
"286",72,"Food for the homeless had been donated many times.","Passive Control",1,1,"Food for the homeless had been","donated",-6.84743070602417,0.964136154132292
"287",72,"The wealthy American philanthropist had been donating money to Romanian orphanages.","Active Control",1,0,"The wealthy American philanthropist had been","donating",-10.8051846325397,-0.143371556314989
"288",72,"The diagram on the chalkboard had been donating blood.","No-Attraction Violation",0,1,"The diagram on the chalkboard had been","donating",-12.835932135582,-0.711640468265993
"289",73,"The rare bird's behavior was observing by the biologists.","Attraction Violation",1,1,"The rare bird's behavior was","observing",-10.7483682632446,-0.127472496332408
"290",73,"The rare bird's behavior was observed by the biologists.","Passive Control",1,1,"The rare bird's behavior was","observed",-3.22663974761963,1.97735071441227
"291",73,"The excited bird watchers were observing the rare eagle.","Active Control",1,0,"The excited bird watchers were","observing",-8.0327320098877,0.632450466339215
"292",73,"Wilson's unreasonable proposal was observing the stars.","No-Attraction Violation",0,1,"Wilson's unreasonable proposal was","observing",-14.3897714614868,-1.14645502879399
"293",74,"Stormy weather had been forecasting by the weatherman.","Attraction Violation",1,1,"Stormy weather had been","forecasting",-6.35211181640625,1.10274241909152
"294",74,"Stormy weather had been forecasted by the weatherman.","Passive Control",1,1,"Stormy weather had been","forecasted",-5.97625744342804,1.20791864374002
"295",74,"The weather service had been forecasting snow for the mountain areas.","Active Control",1,0,"The weather service had been","forecasting",-8.78222024440765,0.422719388047755
"296",74,"Olson's bulging suitcase had been forecasting correctly.","No-Attraction Violation",0,1,"Olson's bulging suitcase had been","forecasting",-14.6764757633209,-1.22668417663776
"297",75,"The tragic mistake was regretting by Erika for many years.","Attraction Violation",1,1,"The tragic mistake was","regretting",-13.3066344261169,-0.843358211655775
"298",75,"The tragic mistake was regretted years later.","Passive Control",1,1,"The tragic mistake was","regretted",-12.4865660667419,-0.613876528871803
"299",75,"Erika was regretting the mistake.","Active Control",1,0,"Erika was","regretting",-14.7028160095215,-1.23405503048664
"300",75,"The library books had been regretting their behavior.","No-Attraction Violation",0,1,"The library books had been","regretting",-18.3810601234436,-2.26334684415495
"301",76,"The stolen artwork had been seizing without warning.","Attraction Violation",1,1,"The stolen artwork had been","seizing",-15.1809496879578,-1.36785231685783
"302",76,"The stolen artwork had been seized by the border police.","Passive Control",1,1,"The stolen artwork had been","seized",-7.160888671875,0.876420464747188
"303",76,"The police had been seizing shipments of drugs at the border.","Active Control",1,0,"The police had been","seizing",-11.675745844841,-0.386982774430516
"304",76,"The grimy pots and pans had been seizing without warning.","No-Attraction Violation",0,1,"The grimy pots and pans had been","seizing",-13.6983594894409,-0.952975569395017
"305",77,"The value of the jewels was estimating the dealer.","Attraction Violation",1,1,"The value of the jewels was","estimating",-12.2404975891113,-0.545018600528123
"306",77,"The value of the jewels was estimated by the dealer.","Passive Control",1,1,"The value of the jewels was","estimated",-5.02956008911133,1.47283521986705
"307",77,"The jewel expert was estimating the value of the diamond.","Active Control",1,0,"The jewel expert was","estimating",-11.0460033416748,-0.210760429433194
"308",77,"The useful new gadget had been estimating professionally.","No-Attraction Violation",0,1,"The useful new gadget had been","estimating",-11.9595594406128,-0.466403009109876
"309",78,"Larry's note had been scribbling his wife.","Attraction Violation",1,1,"Larry's note had been","scribbling",-11.9827785491943,-0.472900467582847
"310",78,"Larry's note had been scribbled with haste.","Passive Control",1,1,"Larry's note had been","scribbled",-9.3442288339138,0.265451185483264
"311",78,"Larry's wife had been scribbling a note to him about dinner plans.","Active Control",1,0,"Larry's wife had been","scribbling",-13.1502335071564,-0.799592169884104
"312",78,"The broken television had been scribbling his thoughts on a napkin.","No-Attraction Violation",0,1,"The broken television had been","scribbling",-15.8731770515442,-1.56155994921423
"313",79,"Carrie's morning meeting was canceling as expected.","Attraction Violation",1,1,"Carrie's morning meeting was","canceling",-13.7606319189072,-0.97040141169413
"314",79,"Carrie's morning meeting was canceled by the boss.","Passive Control",1,1,"Carrie's morning meeting was","canceled",-4.68098449707031,1.57037795825529
"315",79,"Carrie had been canceling all of her meetings.","Active Control",1,0,"Carrie had been","canceling",-11.2777417451143,-0.275608338975152
"316",79,"The bubblegum had been canceling as expected.","No-Attraction Violation",0,1,"The bubblegum had been","canceling",-11.504139482975,-0.338961757344261
"317",80,"The girl's disease was curing a simple treatment.","Attraction Violation",1,1,"The girl's disease was","curing",-12.3747396469116,-0.582583875388712
"318",80,"The girl's disease was cured by a simple treatment.","Passive Control",1,1,"The girl's disease was","cured",-5.69859218597412,1.28561837425972
"319",80,"The foreign doctors were curing hundreds of villagers of malaria.","Active Control",1,0,"The foreign doctors were","curing",-11.8667640686035,-0.440435859079258
"320",80,"Billy's unruly hair was curing his cold.","No-Attraction Violation",0,1,"Billy's unruly hair was","curing",-13.6516342163086,-0.939900324893305
"321",81,"Janet's houseplants were watering too much.","Attraction Violation",1,1,"Janet's houseplants were","watering",-11.9564032554626,-0.465519806299826
"322",81,"Janet's houseplants were watered by her neighbor.","Passive Control",1,1,"Janet's houseplants were","watered",-7.36301063373685,0.819860194611897
"323",81,"The gardener was watering the plants.","Active Control",1,0,"The gardener was","watering",-12.3866333961487,-0.5859121315741
"324",81,"The roast lamb had been watering too much.","No-Attraction Violation",0,1,"The roast lamb had been","watering",-10.8656163215637,-0.160282299830649
"325",82,"The useful new gadget had been inventing by a bored waiter.","Attraction Violation",1,1,"The useful new gadget had been","inventing",-10.5372673869133,-0.0683996351692182
"326",82,"The useful new gadget had been invented by a bored waiter.","Passive Control",1,1,"The useful new gadget had been","invented",-4.93565845489502,1.49911193788668
"327",82,"The resourceful engineers had been inventing tiny new devices.","Active Control",1,0,"The resourceful engineers had been","inventing",-9.72620858252048,0.158560882379184
"328",82,"The value of the jewels was inventing the digital computer.","No-Attraction Violation",0,1,"The value of the jewels was","inventing",-14.0085091590881,-1.03976549037158
"329",83,"The phone bill had been paying his roommate.","Attraction Violation",1,1,"The phone bill had been","paying",-10.3071031570435,-0.00399223036766868
"330",83,"The phone bill had been paid quickly.","Passive Control",1,1,"The phone bill had been","paid",-5.05417346954346,1.46594759898033
"331",83,"Juan and Perry had been paying too much for their apartment.","Active Control",1,0,"Juan and Perry had been","paying",-7.4340558052063,0.799979455017322
"332",83,"The dark, underwater cave was paying attention to the divers.","No-Attraction Violation",0,1,"The dark, underwater cave was","paying",-13.0627412796021,-0.775109011400846
"333",84,"The man's signature was forging the lawyers.","Attraction Violation",1,1,"The man's signature was","forging",-13.0822219848633,-0.780560343566097
"334",84,"The man's signature was forged by the lawyers.","Passive Control",1,1,"The man's signature was","forged",-6.44794940948486,1.0759239570911
"335",84,"The con artists were forging the signatures on checks.","Active Control",1,0,"The con artists were","forging",-13.788266658783,-0.978134506792235
"336",84,"Poisonous fumes had been forging very well.","No-Attraction Violation",0,1,"Poisonous fumes had been","forging",-13.6737570762634,-0.946091017501295
"337",85,"The bank had been robbing two masked men.","Attraction Violation",1,1,"The bank had been","robbing",-9.79494369029999,0.1393265734106
"338",85,"The bank had been robbed repeatedly.","Passive Control",1,1,"The bank had been","robbed",-5.682541847229,1.29010977879006
"339",85,"The clever burglars had been robbing houses in broad daylight.","Active Control",1,0,"The clever burglars had been","robbing",-9.33449006080627,0.268176409564181
"340",85,"The musical piece was robbing repeatedly.","No-Attraction Violation",0,1,"The musical piece was","robbing",-13.227516412735,-0.821218429475599
"341",86,"An urgent message had been sending by the ambassador to the President.","Attraction Violation",1,1,"An urgent message had been","sending",-8.79031753540039,0.420453503817785
"342",86,"An urgent message had been sent again.","Passive Control",1,1,"An urgent message had been","sent",-1.63467741012573,2.42283332809978
"343",86,"The Prime Minister had been sending urgent messages to her Ambassador.","Active Control",1,0,"The Prime Minister had been","sending",-7.59773063659668,0.754177937000612
"344",86,"The height of the bookcase was sending mixed signals to the carpenter.","No-Attraction Violation",0,1,"The height of the bookcase was","sending",-12.8324937820435,-0.710678305603571
"345",87,"The sleek new building was designing a team of German architects.","Attraction Violation",1,1,"The sleek new building was","designing",-10.6104679107666,-0.0888835121564079
"346",87,"The sleek new building was designed by a team of German architects.","Passive Control",1,1,"The sleek new building was","designed",-2.44787049293518,2.19527557033722
"347",87,"A team of architects had been designing the new building.","Active Control",1,0,"A team of architects had been","designing",-4.78401803970337,1.54154583654699
"348",87,"The leftover food was designing with flair.","No-Attraction Violation",0,1,"The leftover food was","designing",-15.3729953765869,-1.4215929194481
"349",88,"The final exams had been grading in school.","Attraction Violation",1,1,"The final exams had been","grading",-12.0331783294678,-0.487003958172223
"350",88,"The final exams had been graded in school.","Passive Control",1,1,"The final exams had been","graded",-9.61533164978027,0.189587838627734
"351",88,"The professor had been grading the final exams until 4 AM.","Active Control",1,0,"The professor had been","grading",-11.8928556442261,-0.447737126847854
"352",88,"The appetizers had been grading Iverson's students.","No-Attraction Violation",0,1,"The appetizers had been","grading",-15.332314491272,-1.41020909038984
"353",89,"The final destination had been reaching too late.","Attraction Violation",1,1,"The final destination had been","reaching",-10.5638074874878,-0.0758264147437067
"354",89,"The final destination had been reached too late.","Passive Control",1,1,"The final destination had been","reached",-4.99141979217529,1.48350811002639
"355",89,"The curious child had been reaching for the cup on the table.","Active Control",1,0,"The curious child had been","reaching",-9.53077030181885,0.213250842091809
"356",89,"Several spelling errors were reaching too late.","No-Attraction Violation",0,1,"Several spelling errors were","reaching",-12.9676027297974,-0.748486164345211
"357",90,"A faint light was perceiving by the rescue workers.","Attraction Violation",1,1,"A faint light was","perceiving",-11.6351282596588,-0.375616658799212
"358",90,"A faint light was perceived underwater.","Passive Control",1,1,"A faint light was","perceived",-7.05905628204346,0.904916465005344
"359",90,"The worried pilot was perceiving a rattling sound in the jet's engine.","Active Control",1,0,"The worried pilot was","perceiving",-11.7437572479248,-0.406014567389904
"360",90,"A tiny spy camera was perceiving underwater.","No-Attraction Violation",0,1,"A tiny spy camera was","perceiving",-15.0431632995605,-1.32929522352208
"361",91,"The bubblegum had been chewing by the boy.","Attraction Violation",1,1,"The bubblegum had been","chewing",-10.5998420715332,-0.085910058248089
"362",91,"The bubblegum had been chewed by the boy.","Passive Control",1,1,"The bubblegum had been","chewed",-9.56003141403198,0.205062635347778
"363",91,"The hungry dog had been chewing a bone.","Active Control",1,0,"The hungry dog had been","chewing",-7.92998313903809,0.661202927664136
"364",91,"Carrie's morning meeting was chewing for a long time.","No-Attraction Violation",0,1,"Carrie's morning meeting was","chewing",-15.6016387939453,-1.4855747516613
"365",92,"Martin's tonsils had been removing at the hospital.","Attraction Violation",1,1,"Martin's tonsils had been","removing",-10.3970584869385,-0.0291646446471674
"366",92,"Martin's tonsils had been removed at the hospital.","Passive Control",1,1,"Martin's tonsils had been","removed",-4.94185781478882,1.49737715623787
"367",92,"The surgeon had been removing the cancerous growth.","Active Control",1,0,"The surgeon had been","removing",-8.64089870452881,0.462265731244968
"368",92,"The homicide case had been removing at the hospital.","No-Attraction Violation",0,1,"The homicide case had been","removing",-12.9963397979736,-0.756527726597892
"369",93,"Mother Theresa's death was mourning millions of people.","Attraction Violation",1,1,"Mother Theresa's death was","mourning",-11.3445625305176,-0.294306958552393
"370",93,"Mother Theresa's death was mourned by millions of people.","Passive Control",1,1,"Mother Theresa's death was","mourned",-8.11247292160988,0.610136377032464
"371",93,"The black-clad women were mourning the death of their brother.","Active Control",1,0,"The black-clad women were","mourning",-9.84284591674805,0.125921979258501
"372",93,"Lisa's phone had been mourning the loss of a loved one.","No-Attraction Violation",0,1,"Lisa's phone had been","mourning",-13.1276350021362,-0.793268376384284
"373",94,"The bathroom floor had been mopping by a janitor.","Attraction Violation",1,1,"The bathroom floor had been","mopping",-13.3331859111786,-0.850788176978426
"374",94,"The bathroom floor had been mopped in the past.","Passive Control",1,1,"The bathroom floor had been","mopped",-10.9948070049286,-0.196434036548276
"375",94,"The school janitor had been mopping the bathroom.","Active Control",1,0,"The school janitor had been","mopping",-13.8540637493134,-0.996546663394292
"376",94,"An important lesson had been mopping in the past.","No-Attraction Violation",0,1,"An important lesson had been","mopping",-20.3751912117004,-2.82136929751942
"377",95,"The sin had been confessing by the repentant Catholic.","Attraction Violation",1,1,"The sin had been","confessing",-11.1009669229388,-0.226141019326838
"378",95,"The sin had been confessed on Sunday.","Passive Control",1,1,"The sin had been","confessed",-9.74870872497559,0.152264613910283
"379",95,"The repentant Catholic had been confessing his sins.","Active Control",1,0,"The repentant Catholic had been","confessing",-8.13492848351598,0.603852583644802
"380",95,"Ten new trees had been confessing on Sunday.","No-Attraction Violation",0,1,"Ten new trees had been","confessing",-14.6083455383778,-1.20761913347438
"381",96,"The strange mystery had been solving the detectives.","Attraction Violation",1,1,"The strange mystery had been","solving",-9.01887130737305,0.356496757286457
"382",96,"The strange mystery had been solved at the station.","Passive Control",1,1,"The strange mystery had been","solved",-3.36701560020447,1.9380690051436
"383",96,"The brilliant detective had been solving mysterious crimes for two decades.","Active Control",1,0,"The brilliant detective had been","solving",-9.87991237640381,0.115549583543672
"384",96,"Hathaway's gigantic fortune had been solving at the station.","No-Attraction Violation",0,1,"Hathaway's gigantic fortune had been","solving",-13.0542964935303,-0.772745886795015
